Code,Site Name,Visit Date,Visit Time,Electrical Conductivity (µS/cm),pH (pH Units),Temperature - AIR (° C),Temperature - WATER (° C),Turbidity - NTU (NTU),Days Since Last Rainfall,Water Type,Litter Pollutants,Region,Basin,Catchment,Sub Catchment,Longitude,Latitude,Northing,Easting
ME_YDP037,"Damper Creek, Eastern branch, below Alvie Hall carpark, 30 metres above confluence with main creek.",14-May-10,14:00:00,490,7.6,11.5,13,,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.122879252232 N,-37.8700180065689 E,5806946,334896
ME_YDP037,"Damper Creek, Eastern branch, below Alvie Hall carpark, 30 metres above confluence with main creek.",03-Jul-09,14:00:00,170,7.3,12,11,,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.122879252232 N,-37.8700180065689 E,5806946,334896
ME_YDW010,Ivanhoe wetland at Darebin Parklands (Banyule side of Parkalnds),14-Dec-06,9:00:00,1280,8.4,24,18.5,30,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Darebin Creek,145.035801862 N,-37.7743330769 E,5817406,327013
ME_YDW010,Ivanhoe wetland at Darebin Parklands (Banyule side of Parkalnds),09-Nov-06,11:00:00,1050,7.7,19,18.5,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Darebin Creek,145.035801862 N,-37.7743330769 E,5817406,327013
ME_YDW010,Ivanhoe wetland at Darebin Parklands (Banyule side of Parkalnds),23-Oct-06,10:00:00,1110,7.7,20,17,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Darebin Creek,145.035801862 N,-37.7743330769 E,5817406,327013
ME_YDW010,Ivanhoe wetland at Darebin Parklands (Banyule side of Parkalnds),04-Nov-05,11:00:00,900,,,,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Darebin Creek,145.035801862 N,-37.7743330769 E,5817406,327013
ME_YDW010,Ivanhoe wetland at Darebin Parklands (Banyule side of Parkalnds),12-May-09,18:00:00,850,,,,,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Darebin Creek,145.035801862 N,-37.7743330769 E,5817406,327013
ME_YDW010,Ivanhoe wetland at Darebin Parklands (Banyule side of Parkalnds),14-Oct-11,14:00:00,,,,,,,Creek,,Melbourne,Yarra River,Yarra River,Darebin Creek,145.035801862 N,-37.7743330769 E,5817406,327013
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",01-Sep-12,9:00:00,1140,8.2,11.6,11.5,21,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",01-Jul-12,9:29:00,850,8.4,7.1,8.3,10,Last 24 hrs,Creek,"plastic,polystyrene",Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",04-Dec-11,9:00:00,860,8,14.3,18.3,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",06-Nov-11,9:00:00,730,8.5,27.7,20.3,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",05-Dec-10,9:00:00,560,7.2,18,22.5,15,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",05-Sep-10,9:00:00,290,8,11.5,11,25,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",01-Aug-10,9:00:00,440,8,11.5,9.5,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",04-Jul-10,9:00:00,340,8.1,9.5,8.5,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",14-Jun-10,9:00:00,310,8.5,11.5,12,10,Last 24 hrs,Creek,"cans,polystyrene",Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",02-Dec-12,9:00:00,510,8.2,19.3,22.7,9,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",02-Jan-11,9:00:00,820,7.5,15.5,18.5,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",07-Nov-10,9:00:00,610,7.9,19,12.5,15,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",15-Apr-07,15:00:00,990,7,20,17.4,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",15-Apr-07,13:00:00,830,7.9,24.3,20.4,20,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",03-Jul-11,9:00:00,900,8.1,10.5,9,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",01-May-11,9:00:00,800,7.4,15.5,13.5,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",03-Apr-11,9:00:00,1030,8,15.5,16.5,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",17-Jun-07,16:00:00,510,8.9,10.4,10.7,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",17-Jun-07,14:00:00,440,9,13.3,11.4,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",05-Aug-12,9:00:00,880,8.3,10.4,10.8,21,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",01-Apr-12,9:00:00,640,8,19.7,18.1,9,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",02-Oct-11,9:00:00,380,8.2,15.1,13.3,30,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",05-Jun-11,9:00:00,830,7.7,7.5,8.5,10,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",06-Feb-11,9:00:00,380,7.5,14.5,22.5,150,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",05-Feb-12,9:00:00,1350,7.8,28.1,23.2,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",02-Jan-12,9:00:00,930,7.8,28.3,25.8,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",03-Sep-11,9:00:00,1040,8.2,19.5,15.2,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",06-Mar-11,9:00:00,710,7.4,18,15,55,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",03-Oct-10,9:00:00,920,7.9,14.7,11.5,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",13-May-07,15:00:00,590,8.7,16.7,13.9,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",13-May-07,1:45:00,590,8.2,19.6,17.6,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",06-Jan-13,9:00:00,1080,8.2,23.1,24.6,9,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",04-Nov-12,9:00:00,660,8.1,22.4,18.1,9,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED030,"Edgars Creek at the Waterfall, Ronald St, Coburg",07-Oct-12,9:00:00,650,8.2,10.7,14.6,18,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.975734188811 N,-37.7300682098066 E,5822205,321616
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",17-Mar-07,13:00:00,400,7.7,20,20.4,15,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",24-May-09,13:00:00,470,7.1,19.7,14.4,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",12-Jul-12,11:00:00,1010,7.6,13,11,9,More than 7 days ago,Creek,"bottles,cans,paper,plastic,polystyrene",Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",27-Aug-06,13:30:00,450,7.7,13,16.5,20,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",21-May-11,17:00:00,1490,8.4,19.1,14.6,9,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",07-Apr-08,13:00:00,150,7.5,15.7,16.9,30,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",22-Nov-06,13:00:00,720,8,,18,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",13-Jun-06,9:30:00,630,7.1,13,12,15,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",27-Jul-08,11:30:00,270,7,9,9.1,15,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",23-May-11,16:30:00,230,7.8,13.7,15.5,70,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",13-Apr-13,7:31:00,790,7.7,19.5,17.5,9,Between 1 and 7 days ago,Creek,"bottles,cans,paper,plastic,polystyrene",Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",08-Jun-12,5:00:00,940,8,12.7,13.4,9,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",05-Apr-12,10:30:00,1460,8,23,21,9,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",21-Feb-12,16:30:00,1220,7.9,25,24,9,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",23-Nov-11,16:45:00,24,7.8,21.5,21.1,14,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",25-Nov-07,13:00:00,130,6.6,23,20.8,15,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",27-May-07,14:00:00,420,7.4,14,15.4,10,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",23-Jan-13,11:30:00,1420,8,23.2,22.7,9,More than 7 days ago,Creek,"plastic,polystyrene",Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",04-Jan-11,17:00:00,600,8.3,21.6,22.1,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",30-Nov-08,13:30:00,326,7.35,22,21.4,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",27-Jan-08,13:00:00,200,7,26,24.3,20,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",19-Apr-11,14:00:00,980,7.8,23.5,17.8,26,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",30-Sep-07,13:00:00,570,7.1,20.7,16.2,10,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",28-Mar-06,0:00:00,260,8.8,25,20,15,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",31-Jan-12,14:00:00,637.8,,,20.9,,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",25-Jan-12,11:30:00,2024,,20,24.7,,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",23-Jan-12,11:00:00,4690,,,27,,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",21-Jan-12,14:20:00,,,,,,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",20-Jan-12,12:00:00,,,,,,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YED070,"Edwards Lake, northern end at Leamington Street, Reservoir",07-Jul-10,17:50:00,,,,,,,Creek,,Melbourne,Yarra River,Yarra River,Merri Creek,144.995780898 N,-37.7120716028 E,5824240,323340
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",20-Jul-12,9:45:00,60,6,11.1,10.2,10,Between 1 and 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",26-Aug-09,13:30:00,50,6.4,15.5,9.5,5,Between 1 and 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",28-Sep-12,10:30:00,60,6.7,16.3,12.8,10,Last 24 hrs,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",21-Dec-12,10:15:00,60,6.5,19.1,15.2,10,Between 1 and 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",23-Nov-12,10:30:00,60,6.7,15.7,13.4,10,Between 1 and 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",12-Jun-12,9:20:00,,6.4,4,7.8,10,Between 1 and 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",15-Feb-13,10:00:00,60,6.6,23.5,19.4,10,More than 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",18-Jan-13,10:05:00,60,6.7,28.5,20.1,10,More than 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",30-Mar-12,10:45:00,30,6.6,21.5,14.7,10,More than 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",26-Oct-12,9:30:00,,,,,,,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGC180,"Grace Burn at Queens Park off Don Road, Healesville",27-Apr-12,10:00:00,,,,,,,Other,,Melbourne,Yarra River,Yarra River,Watts River,145.520616166 N,-37.6525935754 E,5831700,369500
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",06-Sep-09,9:30:00,150,,15.6,11,60,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",03-Jan-09,9:45:00,150,7.7,18.7,16.4,,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",01-Jul-07,10:00:00,80,8.4,13,10,30,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",03-Sep-10,10:00:00,200,6.8,15,12,80,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",05-Apr-09,9:30:00,230,8,17.9,15.9,30,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",03-Dec-06,10:00:00,220,7,19,18.6,25,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",02-Dec-12,10:00:00,,,21,19,30,Last 24 hrs,Creek,"plastic,polystyrene",Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",02-May-10,9:45:00,170,7.1,16.6,13.6,15,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",07-Jun-09,9:30:00,170,7.8,12,10.4,15,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",10-May-08,8:45:00,120,7.2,15,13.6,70,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",05-Aug-07,10:00:00,120,6.5,10.9,9.7,80,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",02-Jul-06,10:00:00,240,7.1,10.9,10.4,38,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",27-Aug-06,10:00:00,320,7.5,13,12,35,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",07-Sep-08,10:00:00,200,7.5,17,12.5,20,Between 1 and 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",02-Nov-09,10:00:00,170,,28,17,32,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",28-Feb-09,8:45:00,140,7.7,19.3,19.1,26,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",07-Jan-07,10:00:00,180,7.6,25,23.4,18,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",05-Feb-06,9:45:00,,7.5,21,20.5,35,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",13-Apr-08,9:45:00,200,7.6,16,15.3,160,Last 24 hrs,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",01-Jun-08,9:30:00,210,,10.3,10.1,100,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
ME_YGR006,"Gardiners Creek upstream of Blackburn Lake, at Pobblebonk point, adjacent to Vegemite Creek",06-Jan-13,10:00:00,240,6.7,24,24,34,Between 1 and 7 days ago,Creek,"bottles,cans,polystyrene",Melbourne,Yarra River,Yarra River,Gardiners Creek,145.163844758996 N,-37.8249013889346 E,5812024,338401
